video_id,comment,reply,comment_date,reply_date,video_title,category_id_x,channel_name,category_id_y,category
69BH-6dfTFI,"Sorry about the delay. My computer/hard drive crashed and I stupidly didn't have some of my YCCTT files backed up. Oops lol. Oh well, I have it all sorted now and have all my graphics, horns, fonts, etc. So you better believe this one is jammed full of HIGH ENERGY with the amount of time I had to put into getting back on track. Enjoy lads! P.S. Major shoutout to the 2 lads who bought the shirts I linked to in the last video. Your support came in handy at just the right time with the sudden equipment replacements I had to make! Can't thank you enough for the support! P.S.S. lol at ""warior"" typo. Oh well I'm not redoing it lol. ","Yes mate, there's been some xxbr00tal tuckings lately been waiting for this :P",2017-07-25T09:10:39Z,2017-07-25T09:22:45Z,You Can't Cuck The Tuck Vol. 26,22,HIGH ENERGY,22,People & Blogs
69BH-96zhRs,"What is so tough about getting good grades in college?

She is such a phony.","@@jerrybrickley2115 because when ~60% of the graduates are majors in worthless studies. I.e gender studies, oppression, CRT, LGHDMI the list goes on.",2025-01-18T12:38:32Z,2025-01-19T02:22:54Z,DELUSIONAL Woke Leftists getting TRIGGERED and OWNED  - Clown World Compilation #70,25,Whatevenisthis,25,News & Politics
69BH-96zhRs,"Elons parents did own an emerald mine and his main skill is ripping colleagues off and taking advantage of situations so that he benefits while others lose out badly, ask the real invented of tesla and others he has conned",Yup. And he didn't start PayPal. He's like Zuckerberg...a puppet and face for the company.,2025-01-18T11:58:07Z,2025-01-19T03:34:39Z,DELUSIONAL Woke Leftists getting TRIGGERED and OWNED  - Clown World Compilation #70,25,Whatevenisthis,25,News & Politics
69BH-96zhRs,Elon Musk is possibly the most busy man in the world,"Liberals always believe the opposite of the truth, so you're probably 100% correct.",2025-01-17T23:01:40Z,2025-01-18T05:26:00Z,DELUSIONAL Woke Leftists getting TRIGGERED and OWNED  - Clown World Compilation #70,25,Whatevenisthis,25,News & Politics
69BH-96zhRs,Elon did not start pay pal nor did he start Tesla. Do some research,"6:30 He's also a hypocrite right here. He couldnt take someone saying he pays people to play path of exiles (which he clearly does, he doesnt play it enough himself to be the level he's at, he gets people to play for him) and he shadow banned that guy on X for speaking on it... so much for ""Free speech"" but he doesnt practice what he preaches.
All his ideas were other peoples ideas, hyperloop was someone elses idea, and space x wasnt his to begin with. Paypal was his and another guys idea, but the other guy didnt get the same riches. Elon is truly a hypocrite.",2025-01-17T22:32:22Z,2025-01-17T23:05:39Z,DELUSIONAL Woke Leftists getting TRIGGERED and OWNED  - Clown World Compilation #70,25,Whatevenisthis,25,News & Politics
69BH-96zhRs,Talking to the woke is just like talking to the deaf dumb and blind.,I learned how to text woke ? It's easy ? Just put a question mark after making a statement ?  ... I just got this camera from deal dash for $ 35.00 ?,2025-01-17T22:00:17Z,2025-01-17T22:59:13Z,DELUSIONAL Woke Leftists getting TRIGGERED and OWNED  - Clown World Compilation #70,25,Whatevenisthis,25,News & Politics
TCEuty-d0Zk,I’ve only played one FF game and that was 15. While I love tactical rpgs I’ve been kinda spoiled by fire emblem three houses which is arguably my favorite video game of all time so that’d probably be my pick. I definitely wanna play the tactics ogre remake and maybe triangle strategy though as those are supposed to be really good,"I haven’t played Fire Emblem yet, but that’s Ron’s favorite game of all time. I’m playing Tactics Ogre right now on ps5 and it’s great. Definitely check it out when you get a chance.",2023-04-07T15:21:35Z,2023-04-07T18:41:51Z,Greatest Tactical RPG of all time!?,20,No Niche Nerds,20,Gaming
TCEuty-d0Zk,Diablo 3 for me atm maybe Daiblo 4 if I play it,"I played the D4 beta, I'll probably pick it up to play with friends.",2023-04-07T10:09:08Z,2023-04-07T13:48:04Z,Greatest Tactical RPG of all time!?,20,No Niche Nerds,20,Gaming
X7J3-4mC6ws,Played around with a few never owned one they still suffer the problem for a good sport bike they could never be as the torque steer and shaft drive together would gyro the bike when adjusting throttle position and that is too dangerous in corners or coming into corners hot IMO...,But I did ride a coffin tank chopper with suicide clutch 1600 CC Volkswagen boxer attached to BMW clutch driveshaft rear end... 4th gear at 140 mph with plenty of pull was the craziest machine I've ever piloted...,2022-02-12T22:35:09Z,2022-02-12T22:39:32Z,The only One motorcycle in the World with an  in line horizontal engine !,2,JAWA TINO,2,Autos & Vehicles
X7J3-4mC6ws,The reality was this bike was developed as  BMW  was loosing police supply   contract to Kawasaki and Honda who had faster and cheaper bikes.,The U.S. Departments demands an full liter engine displacement the brick cant provide so the japanese competitors made the deal.,2022-02-08T05:43:10Z,2022-02-09T18:26:33Z,The only One motorcycle in the World with an  in line horizontal engine !,2,JAWA TINO,2,Autos & Vehicles
X7J3-4mC6ws,"I was working at a BMW dealership when these came out. Compared to other 4 cylinders motors, I always had the impression that the K100's really didn't like to ""run"". I mean that they didn't rev easily, that they were only doing it under protest. They also vibrated, BMW had many ""updates"" concerning this. When they updated to the 4 valved 1100cc version the motor was more willing to be wrung out and smoother to boot. The K75 was the better of the 2 valvers though it was no powerhouse.",Advance the timing 4 degree and that old 4 pot will start to rev like it should!,2022-02-06T17:09:25Z,2022-02-14T01:29:25Z,The only One motorcycle in the World with an  in line horizontal engine !,2,JAWA TINO,2,Autos & Vehicles
X7J3-4mC6ws,"my dad bought 86 bmw k75c, he passed it to me with 250,000 kms it now has over 300,000. never failed yet, run n sound looks  like new still.  very durable no major repair.  only repair clutch cable and alternator brushes",I had an '86 K75C for years. Make sure to lube both ends of the clutch cable with a good grease routinely. The cable will last forever if you do that.,2022-01-30T12:32:40Z,2022-02-02T02:28:00Z,The only One motorcycle in the World with an  in line horizontal engine !,2,JAWA TINO,2,Autos & Vehicles
X7J3-4mC6ws,"My K 1200 LT, with this basic design Engine, if I parked it on the side stand, and returned shortly after parking. When I started the machine, it poured smoke out the exhaust like a Kawasaki 500 / 2 stroke tripple..
  I complained to my dealer about it. He said that’s normal.
  If the clutch slave cylinder leaked onto the clutch. which was not uncommon, the slave cylinder, and the clutch, had to be replaced… an acquaintance of mine was a mechanic at a BMW motorcycle shop… that is when I found this out and I was very interested because at the time I had The same machine that was being operated on on the mechanics bench.
  it was 2010. he had the rear wheel, the bodywork, the trunk, the seats, the rear frame section, the swingarm, the transmission, and who knows what else removed when he called me over to take a look at what my bike looks like in the work required to change the clutch.. I asked him what a job like this costs..
  he paused as he looked at me for my reaction. He said approximately $4500, Plus parts,plus disposal fee, Plus shop materials, Plus tax.
that was in 2010, 2010 prices…
  I have had dozens of bikes over the past five decades. Venture’s, goldwings, Sport bikes, commuters, dual sports, dirt bikes, trails bikes, road racing machines, lots of makes.. gas gas, beta,fantic, moto guzzi, Yamaha, Honda, Suzuki, Kawasaki, Bridgestone, and one BMW..
  108 so far.
  The most disappointing motorcycle I ever owned was the BMW K 1200 LT. It had the second best seat I ever owned, the motor made adequate power, nice widely spaced transmission complemented the broad torque power band of the engine. I loved the heated seat and grips.. it had a great headlight. The cruise control was among the best i have had.. my wife loved the heated seat and heated back rest. reverse came in handy.
BUT:::
 I was looking for a remote campground where my friends were camping… I got a little lost, and I had to turn around. I ended up going down a fairly steep paved road covered with fly ash/cinders. no problem, I’ve had decades of off-road riding experience on slippery surfaces…I tapped the brakes going down that fairly steep hill covered with cinders, and I wasn’t ready for this, I had no brakes at all..Nothing. I pumped the brakes, nothing front or rear. That was my first experience with ABS brakes on slippery surface’s..The motorcycle ABS computer detected slippage, so it shut the brakes off. I suppose ABS really stands for, all braking stops.. so there I was going down the slope of a road in the middle of nowhere with no brakes on a 900 pound motorcycle. There was a 90° turn coming up at the bottom of this hill. Luckily, about 20 feet off the road there was an 8 foot high cyclone fence around some type of auto salvage business.. I went straight off the road through the grass and into the fence with my front wheel. The only damage I had was a broken front fender..
  after I replaced the fender, I decided change the brake fluid and the clutch fluid. I used to be a motorcycle mechanic and several different dealerships, no big deal to change brake fluid and clutch fluid.. actually it is a big deal with a BMW. I did research on the Internet, and people on blogs said, don’t even attempt to try this job yourself because, if you get air in the system, the system will detect that and shut down completely front and back wheel.. he will then have to trailer the bike to the dealer to have the dealer plug the machine into its diagnostics terminal to reset the ABS after they bleed the brakes.
  I didn’t believe that, so I bought the plastic vessel for holding more brake fluid that attaches to the reservoir for the brake fluid. Because the brakes on this machine were electric, hydraulic. The key must be on to activate the servo pump, to pass the brake fluid through the system… The reservoir is so tiny and the servo will suck that brake fluid out of there so fast, that you will get air in the system if you’re not careful. And when that happens, you are screwed.
  I called the dealer and asked how much it would be to have my brake fluid changed. Three month wait, $750, plus parts, plus shop materials, plus disposal fee, plus tax
   I did the job myself, taking my good old time being very careful with brake fluid and being careful not to get air in the system. It took me less than an hour..
   while I was doing research online about maintenance since this was my very first BMW. I read everything. While doing research I found that it is not uncommon to have the final drive bearings fail.. I read the two guys that were entered in the iron butt , actually carried a spare final drive housing with them.. that’s how much they knew.
   aside from all the nice things I liked about the bike, I thought the windshield was unacceptably distorted for $22,000 motorcycle. The self alarming security system was a pain. It would reset even after a five minute gas stop. I had to dig in my pockets to pull out the key fob to push the button to unlock the security system to start the bike to continue on my trip every time I got gas..
  that BMW had a weird front end. You could not compress the suspension by pressing on it, by pumping the bars, you could not get that front end to go down, but, the front wheel would only come up when you hit irregularities in the road.The result of that system is, when you are in a parking lot doing tight turns at low speeds, And you tap the brakes at low speed, that kinetic energy of you moving normally would go into the front fork springs and be dissipated. But the front end on that machine does not compress from braking.. that energy has nowhere to go, and if you have the handlebars turned slightly, you better have strong legs and they better be long because you are going to be struggling to hold that machine up. I never dropped any of my three Yamaha ventures that I had close to 290 miles combined on, I never dropped my GL 1800 Goldwing, but I drop that BMW K 1200 LT two times in slow speed parking lot situation’s.
  I mentioned that to a group of 3K 1200 owners I bumped into at a motorcycle bike night. They all three started laughing and one of them walked me over to his bike. His mirrors were scarred, he said everybody drops them..look at both of my mirrors. he said the reason my mirror isn’t replaced is because they cost $490 each…The other 2 K1200 owners also agreed, they had dropped their machines also. That is one weird front end, and I now realize why no other manufacturer in the world has attempted to copy it…
   The rear brakes on my BMW made a horrible metal on metal grinding noise so loud, that people would turn to see what that noise was as I would be slowing down at stop signs and red lights. I mentioned this to my dealer. He said we can fix that. I say well what do you have to do. He said, and aftermarket rotor and pads. I asked how much is that. he said approximately $800, plus short material, plus disposal fee, plus tax
   I started to develop a different braking reflex.. it was not automatic, I had to think about it every time. And what I was doing differently was, I was not using the rear brake in slow speed areas, leaving my right hand free to finesse the throttle in conjunction with my left hand working the clutch at slow speeds. I had to start breaking with my right hand in these slow speeds, not touch the back brake, because of that embarrassing grinding noise…It was an awkward distraction because I would revert back to my normal braking habits, resulting in that screeching grinding noise.
 I had finally had enough. I thought they were the best machines , Because the most seasoned group of riders were the BMW riders,At least the ones that rode the air cooled twins were…
  I sold that machine, I had enough.. I was disappointed. I went out and bought a Moto Guzzi Norge, with heated grips, electric windshield, a pretty good seat, and ABS brakes that could be turned off at the push of a button, for those times when you get caught on a steep gravel covered road, or on wet grass on a slope, or get caught in the snow which I have had happened to me on several occasions. Luckily I was on machines that did not have ABS brakes so I made it home with brakes… and Norge was my fourth guzzi.. I rode that machine for 14 years, no problem, 30 minute valve adjustment, I didn’t even have to remove the gas tank.. wonderful loping torquey motor…
  I thought I was buying the most wonderful most advanced machine capable of traveling for hundreds of thousands of miles when I bought that BMW. That was the most disappointing motorcycle of my life. I will never buy another BMW. …You have to marry the dealer…
  before I get a lot of BMW owners pissed off at me. I sold my Norge a couple years ago and bought a Honda GL 1800 Goldwing. That was the first perfect motorcycle of my life. It was perfect. It did everything perfectly. it’s the smoothest thing in the universe, the ride will put you to sleep, it’s also perfectly boring. It had about as much personality as my toaster. So I sold it, and went back to a non-ABS motorcycle. A 2008 Yamaha venture. That is my touring machine at the moment.. it ain’t perfect, it is very comfortable and much roomier than the gold wing, I can get to the clutch, the slave cylinder, the water pump, the stator in minutes, they are not buried under plastic panels. They’re right there on the sides of the engine. I could practically service them with the tool kit if necessary. It does everything the Goldwing does except reverse..And, it gets 48 miles to the gallon so far. My Goldwing only got 33 miles to the gallon.. I had my first Yamaha venture for 16 years 138,000 trouble-free miles. I like  them.. that’s a great fairing. If it gets too hot to ride behind that fairing, I’ll ride one of my other bikes that don’t have fairings..
One last note. Are used to be for BMW motorcycle dealers within 45 minutes of my home. Now there aren’t any. ..","I think your dealer pricing is highway robbery. My K1100 was costing less to run than equivalent Honda and Kawasaki, never found out about Yamaha, but probably the same. I have had the clutch replaced with original parts for approximately $2000 Australian dollars. A complete tear down of the K100 was $1700 to replace all gearbox seals and the input shaft, at about 200,000 Km. Anyone familiar with the K100 knows this is inevitable on K100 bikes. My K100&K1100 both made 300,000 Km before selling. Been pretty happy with K series but K1600 is too heavy for an old blighter like me(nearly 70!).",2022-01-30T03:26:57Z,2022-01-31T14:57:40Z,The only One motorcycle in the World with an  in line horizontal engine !,2,JAWA TINO,2,Autos & Vehicles
X7J3-4mC6ws,"Stupidest design flaw ever = putting the Top End of a 4-cycle engine on the KICKSTAND SIDE.
I've seen six of these bikes that cannot be prevented from smoking when left on the side-stand overnight. Same for Horizontally Opposed bikes. If you got one - and it has any kind of wear on the engine - best just unbolt and pitch it's kickstand, lol.","@@chrisk1002 I knew I was going to get one of these replies. Did I say THEY ALL do it?
I've had a repair shop in KCMO since '76.
I try really hard to be the most most expensive and least tolerant of fools that I can be. I'm pretty sure I only get the stuff nobody else can fix. And I like it that way,
I just snort when someone brings me one of these bikes, crank up my little Continental radial WWII tank engine and smoke them out of my shop while saying ""You got to expect that when you have an engine with cylinders below horizontal. Always put it on the center stand and throw the other one way.""
       DONE.",2022-01-30T02:55:16Z,2022-01-30T07:52:22Z,The only One motorcycle in the World with an  in line horizontal engine !,2,JAWA TINO,2,Autos & Vehicles
X7J3-4mC6ws,"Had a k75 nice bike, flying brick. Purist hate them cuz it was water cooled. But even then my bike was hot.",Would roast your legs while sitting in traffic and that radiator fan kicks on...,2022-01-30T01:29:09Z,2022-02-14T01:38:47Z,The only One motorcycle in the World with an  in line horizontal engine !,2,JAWA TINO,2,Autos & Vehicles
X7J3-4mC6ws,"""....The only One motorcycle in the World with an in line horizontal engine...."" 

In relatively recent years. 
Plenty of Twenties and Thirties bikes had them - it was a standard layout back then, almost as common as the V-twin.","@Alfred Wedmore I see what you mean. I took ""horizontal"" to mean lengthwise.",2022-01-30T01:16:05Z,2022-01-30T16:47:06Z,The only One motorcycle in the World with an  in line horizontal engine !,2,JAWA TINO,2,Autos & Vehicles
X7J3-4mC6ws,"K1100RS was the best version, in my opinion. A great sports touring machine for its day. It is still relevant today. Been riding for over 56 years and have owned AJS, BSA, Nortons, Harleys, Kawasakis, Hondas, Rokon Rt340, Yamahas, Husqvarna, and 3 BMWs. Thanks posting this history of my favorite bike.","The 4cyl K bikes could vibrate  to the point that you felt it in your hands and feet. The K75 3cyl was smoother, i seem to remember that it has a balancer shift.",2022-01-28T18:47:06Z,2022-02-17T13:49:20Z,The only One motorcycle in the World with an  in line horizontal engine !,2,JAWA TINO,2,Autos & Vehicles
X7J3-4mC6ws,"I owned a 1985 BMW K100RS  for 7 years.                                                                                                                                                                      It was the second best bike I have had in 45 years of riding.                                                                                                                                        It sat the rider far too high off the ground, I'm 6' 1""  so it was ok, but it was worthless in the twistys and had little straight line acceleration compared to my friends bikes.                                                                                                                                                                   The engine was hard to work on, and putting a new clutch in it was at least 12 hours of difficult labor, as the entire back of the bike had to be removed.                                                                                                                                                                                               It was far superior to either of the Harleys I've owned in every way.                                                                                                                             My Suzuki Marauder is the best bike I have ever owned, had it since 2000 and have had it through 20 states.","I bought a R1150RT (Boxer twin) brand new. It was doing 68,000kms when I sold it. Never again ! All sorts of niggling things went wrong. For the money and the name, it was a disappointment !........There is nothing like the Japanese machine !",2022-01-28T18:09:33Z,2022-01-28T22:35:16Z,The only One motorcycle in the World with an  in line horizontal engine !,2,JAWA TINO,2,Autos & Vehicles
X7J3-4mC6ws,"I  owned a K-100 RS model . GREAT  BIKE . Surprisingly Fast . Comfortable . Rock Solid on ANY road , no wobbles from these . And Astonishingly Economical .","What fuel economy you get from a 100RS, I'm interested in buying one.
How many kilometers to a liter they do?",2022-01-28T17:58:37Z,2022-01-29T19:35:29Z,The only One motorcycle in the World with an  in line horizontal engine !,2,JAWA TINO,2,Autos & Vehicles
Ngn7-in9R2s,Ngl the heart in your skin is kinda scaring me but ✨ slayyy ✨,"Yass, but i was freaking out but it isnt really that bad its just new to me. So i didnt expect that.",2023-09-28T17:19:02Z,2023-09-28T17:22:10Z,I’m a heartbreaker😎,24,Orylan Shorts,24,Entertainment
Ngn7-in9R2s,"adha maeak ardt dhalika.

Peace be upon you. How are you? I hope you are in the best of circumstances. I do not know what your name is and I would like to communicate with you if you wish.",Out of curiosity why would you want to communicate with her?,2023-09-28T16:11:14Z,2023-10-02T04:25:36Z,I’m a heartbreaker😎,24,Orylan Shorts,24,Entertainment
Ngn7-in9R2s,"Hii I like ur channel and all ur tattoos, Just wanted to spread love,also don’t listen to the haters love yourself!❤❤","The majority of the comments that were already here before you haven’t hated on this girl, quite the opposite. For you to say ignore the ‘haters’ and to ask for a shoutout is very telling of you. You have, without even recognising it,
been somewhat startled by her appearance. Interesting shit lol.",2023-09-28T00:40:21Z,2023-10-02T04:30:29Z,I’m a heartbreaker😎,24,Orylan Shorts,24,Entertainment
4y0C-6mXjAA,"Tuck your shirts in, and never — NEVER! — wear your caps backwards on a golf course.","Nah imma do me. Golf is already too pretentious, I’m not gonna follow some silly code like I’m at the academy, know how to play for pace, be respectful and have fun. Golf is a game against yourself, unless you’re at the tour, opinion is invalid",2025-05-24T22:11:59Z,2025-05-25T00:20:48Z,He will never forget this day 😭 FULL VIDEO ON YT. LINK IN BIO #golf #funny #fail #prank #rage #clip,24,𝐅𝐨𝐫 𝐖𝐡𝐞𝐧 𝐈'𝐦 𝐎𝐥𝐝𝐞𝐫,24,Entertainment
G1xj-2CzXkU,How do you start quest? did all quests on island and it never showed up,It is from a purple chain quest. I dont really remember where I got it.,2022-02-17T05:25:31Z,2022-02-17T06:15:05Z,Crook Catcher Daily Lost Ark | Quest Tutorial,20,Spookypops Gaming,20,Gaming
QpD4-LNSsMo,"How is this not popular yet?? Small content creators with this much talent should be noticed smh, I can barley make a 2 second animation let alone create a whole edit lol. Kudos to this creator🙌💖",THX! you can actually make an edit you just have to try!,2024-10-16T16:06:25Z,2024-10-16T23:24:41Z,good and bad siblings… #edit #electrical #mm2roblox #mm2edit #trend #mm2 #robloxedit #roblox,22,KilaRoblox,22,People & Blogs
1lzTZG-5Uh8,"They Are Also Pushing Now For The Downfall Of America.
American's jus don't see it, But before long many of em will wake up - I Hope with Devine Prayers they wake up Before it's too late...","With the Fail of the US Petro dollar. The coming times are scary, but no one country should be dictator tyrant to all other countries of the 🌎.",2023-08-13T20:50:01Z,2023-08-19T17:10:37Z,They're Testing This NOW | Billy Crone,22,Tipping Point with Jimmy Evans,22,People & Blogs
1lzTZG-5Uh8,Question is: Will this be implemented before or after the Harpazo of all true Christians?,"BEFORE.  THE CHURCH WILL GO THROUGH THE TRIBULATION.  DO NOT BELIEVE THAT FALSE TEACHING THAT WE WILL NOT BE HERE BECAUSE, WE WILL. JESUS MAKES THAT VERY CLEAR IN MATTHEW 24.",2023-08-13T17:22:57Z,2023-08-14T22:40:25Z,They're Testing This NOW | Billy Crone,22,Tipping Point with Jimmy Evans,22,People & Blogs
1lzTZG-5Uh8,The Book/Movie “1984” and the Holy Bible speak about this. Oh Lord please take us away from this world.,"I'm not leaving. This is our home, how about we man up and fight for it.",2023-08-13T16:00:40Z,2023-08-15T00:33:30Z,They're Testing This NOW | Billy Crone,22,Tipping Point with Jimmy Evans,22,People & Blogs
1lzTZG-5Uh8,Keep warning the Body of Christ and all who will hear. Tell people Resistance is our duty as we move closer to the mark of the beast.,"Just wonder, How do you answer the leaders and pastors who say…”we must obey”..?",2023-08-13T13:54:04Z,2023-08-25T11:58:07Z,They're Testing This NOW | Billy Crone,22,Tipping Point with Jimmy Evans,22,People & Blogs
1o0D-Z0o9gI,I imagine many won’t enlist in the Military because of this ! 😢 🙏🏼♥️🇺🇸👍🏼✌🏼😢🥵,I'm retired military 🪖🎖️. Ever since Creepy Joe said let those people back in to get a so-called sex change I recommend NO ONE to enlist! These freaks are getting hormone treatment's and therapy and they handle weapons 😱! Wish I had more room to ✍️... I believe we 🇺🇲 will see a skyrocket in suicides and mass shootings within 3 years.,2023-06-22T17:13:50Z,2023-06-30T02:19:25Z,"""Ex-President SLAMS Governments' Unfair 'Justice' - You WON'T Believe What He Said!""",25,Trish Regan,25,News & Politics
0NZ7-2xgJ3c,"I don't understand. You said ego wouldn't feed line, or self feed, ""got stuck in head, no big deal."" That is a big deal. If you you can't get line out!!!",It's an easy fix that you can do yourself.  Look back around 35 videos.,2022-08-19T22:05:43Z,2022-08-20T15:16:22Z,Honda HHT355 and EGO ST150SA Grass Trimmers After 3 Years,27,POPUP'S PLAYGROUND,27,Education
0NZ7-2xgJ3c,"Hello friend. A lot of electric lawn equipment these days, quite convienent.  The crab grasses here are stubborn, my 15yr old shindaiwa C230 wacks them. I love bushcutting landscapes, it helps clear ease my mind. 😄👍","Hey Jason, good to hear from ya bud. Yes, the run time can be a problem for me but I'm trying to make it work. Sounds like a tough machine. That's great. It does seem peaceful when we're doing the work.",2022-08-10T23:22:20Z,2022-08-11T13:59:26Z,Honda HHT355 and EGO ST150SA Grass Trimmers After 3 Years,27,POPUP'S PLAYGROUND,27,Education
0NZ7-2xgJ3c,"Cordless tools are getting better every year.  If anyone is in a position to review a string trimmer, it's you!  Cheers Pat! :-)",They have come a long way. It'll take a lot more to outdo the gas ones but with an extra battery and a battery pack and charger I'm trying to make do. It does have a lot of power. Thanks Dale! Cheers!  :),2022-08-09T13:43:37Z,2022-08-09T15:35:29Z,Honda HHT355 and EGO ST150SA Grass Trimmers After 3 Years,27,POPUP'S PLAYGROUND,27,Education
0NZ7-2xgJ3c,I gave my ego trimmer to the young man who takes care of my lawn. Looks better on him than it did on me. Looking forward to your assessment of the lawn mower.,LOL! I bet he was glad to have it! They don't give those away. Mine's still doing great. I'll be using it this week so I'll let you know. Thanks Tim.,2022-08-09T12:20:07Z,2022-08-09T15:26:27Z,Honda HHT355 and EGO ST150SA Grass Trimmers After 3 Years,27,POPUP'S PLAYGROUND,27,Education
0NZ7-2xgJ3c,"I am in the market for an electric self propelled lawn mower and weed eater. Any suggestions? 
When I am on the road working I don't want to worry about gas going bad while I am away.","The Ego trimmer has been great. I'll be using the new Ego mower this week. I'll let you know how that goes. It's nice not having to deal with gas or oil, filters and such., plus it starts with a switch.",2022-08-09T01:18:09Z,2022-08-09T15:24:16Z,Honda HHT355 and EGO ST150SA Grass Trimmers After 3 Years,27,POPUP'S PLAYGROUND,27,Education
0NZ7-2xgJ3c,"I got my wife (the trimmer operator) a Stihl FSA 56 battery trimmer, a good home owner trimmer. Much lighter than the Stihl gas powered Combi and I don't have to start it for her.👍👍","LOL! Well that's worth it right there! Good choice, Stihl has always worked awesome for me. I've still got an old combi that runs great.",2022-08-08T23:28:01Z,2022-08-09T15:07:32Z,Honda HHT355 and EGO ST150SA Grass Trimmers After 3 Years,27,POPUP'S PLAYGROUND,27,Education
0NZ7-2xgJ3c,Looks like battery machines is the wave of the future for small equipment. I just got done cleaning the carb out on a 3hp engine I had in the shop . Wouldn't have to do that on a battery powered machine. Thanks and take care,"They're getting better but we still have to rely on gas for the bigger jobs. LOL! That's true! Thanks Lloyd, you too.",2022-08-08T20:13:15Z,2022-08-09T14:52:56Z,Honda HHT355 and EGO ST150SA Grass Trimmers After 3 Years,27,POPUP'S PLAYGROUND,27,Education
0NZ7-2xgJ3c,Happy to here you like that Ego brand and the price was superb for that extra battery pack.....guess your working hard this Summer Pat.....CHEERS,It seems to be doing good after 3 years. It's been a good summer. Cheers!,2022-08-08T19:44:24Z,2022-08-09T14:51:13Z,Honda HHT355 and EGO ST150SA Grass Trimmers After 3 Years,27,POPUP'S PLAYGROUND,27,Education
D26w-TM49vI,"16:40 killing the 1100 would give willow a second base, a low rated player with gun who knows their base goes to a higher rated player when they die is scary, because they dont care about life, they want pure damage","That makes sense. Essentially, do as much damage to the opponent and know that everything you own will go to good use. That's his mindset.",2024-02-04T01:23:16Z,2024-02-04T16:37:22Z,Mass Produced Mass 6v6 Custom on MAP GEN | Supreme Commander FAF #202,20,Strategic Launch,20,Gaming
