annotator_ir	session_id	example_id	knowledge	power	status	trust	support	similarity	identity	fun	conflict	other	other_text	none
62e2a39f43edf949ff427012	67ebf1399f7513d29b347a53	5669	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
5dad7f29033d57001357a2b8	67ebf188bee2f9ca11382f2f	5235	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		TRUE
62e2a39f43edf949ff427012	67ebf1399f7513d29b347a53	6396	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
62e2a39f43edf949ff427012	67ebf1399f7513d29b347a53	5779	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE		FALSE
5dad7f29033d57001357a2b8	67ebf188bee2f9ca11382f2f	804	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE
5dad7f29033d57001357a2b8	67ebf188bee2f9ca11382f2f	3684	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE		FALSE
62e2a39f43edf949ff427012	67ebf1399f7513d29b347a53	1982	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
5dad7f29033d57001357a2b8	67ebf188bee2f9ca11382f2f	965	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
5dad7f29033d57001357a2b8	67ebf188bee2f9ca11382f2f	186	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE		FALSE
62e2a39f43edf949ff427012	67ebf1399f7513d29b347a53	2924	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
5dad7f29033d57001357a2b8	67ebf188bee2f9ca11382f2f	6240	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
5dad7f29033d57001357a2b8	67ebf188bee2f9ca11382f2f	4424	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE
62e2a39f43edf949ff427012	67ebf1399f7513d29b347a53	7238	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE
5dad7f29033d57001357a2b8	67ebf188bee2f9ca11382f2f	5836	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE
5dad7f29033d57001357a2b8	67ebf188bee2f9ca11382f2f	1722	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE
62e2a39f43edf949ff427012	67ebf1399f7513d29b347a53	3554	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE
5dad7f29033d57001357a2b8	67ebf188bee2f9ca11382f2f	3953	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE		FALSE
62e2a39f43edf949ff427012	67ebf1399f7513d29b347a53	310	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE
5dad7f29033d57001357a2b8	67ebf188bee2f9ca11382f2f	2019	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
5dad7f29033d57001357a2b8	67ebf188bee2f9ca11382f2f	6998	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
5dad7f29033d57001357a2b8	67ebf188bee2f9ca11382f2f	7043	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
62e2a39f43edf949ff427012	67ebf1399f7513d29b347a53	4617	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE		FALSE
5dad7f29033d57001357a2b8	67ebf188bee2f9ca11382f2f	6186	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
62e2a39f43edf949ff427012	67ebf1399f7513d29b347a53	4170	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
5dad7f29033d57001357a2b8	67ebf188bee2f9ca11382f2f	6126	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE		FALSE
62e2a39f43edf949ff427012	67ebf1399f7513d29b347a53	6732	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE
5dad7f29033d57001357a2b8	67ebf188bee2f9ca11382f2f	1948	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE		FALSE
5dad7f29033d57001357a2b8	67ebf188bee2f9ca11382f2f	5533	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
62e2a39f43edf949ff427012	67ebf1399f7513d29b347a53	7118	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
5dad7f29033d57001357a2b8	67ebf188bee2f9ca11382f2f	2050	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
5dad7f29033d57001357a2b8	67ebf188bee2f9ca11382f2f	1800	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
62e2a39f43edf949ff427012	67ebf1399f7513d29b347a53	462	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
5dad7f29033d57001357a2b8	67ebf188bee2f9ca11382f2f	1111	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
5dad7f29033d57001357a2b8	67ebf188bee2f9ca11382f2f	5757	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
60008d84492c15142cb897b3	67ebf35b6878af3a8ef5480c	1797	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE
5dad7f29033d57001357a2b8	67ebf188bee2f9ca11382f2f	4739	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE		FALSE
62e2a39f43edf949ff427012	67ebf1399f7513d29b347a53	575	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE
5dad7f29033d57001357a2b8	67ebf188bee2f9ca11382f2f	5134	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE		FALSE
62e2a39f43edf949ff427012	67ebf1399f7513d29b347a53	960	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
5dad7f29033d57001357a2b8	67ebf188bee2f9ca11382f2f	5582	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE		FALSE
60008d84492c15142cb897b3	67ebf35b6878af3a8ef5480c	6245	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
62e2a39f43edf949ff427012	67ebf1399f7513d29b347a53	4209	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE
5dad7f29033d57001357a2b8	67ebf188bee2f9ca11382f2f	1978	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
5dad7f29033d57001357a2b8	67ebf188bee2f9ca11382f2f	2422	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE		FALSE
60008d84492c15142cb897b3	67ebf35b6878af3a8ef5480c	5237	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
5dad7f29033d57001357a2b8	67ebf188bee2f9ca11382f2f	3943	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE		FALSE
62e2a39f43edf949ff427012	67ebf1399f7513d29b347a53	7179	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE		FALSE
5dad7f29033d57001357a2b8	67ebf188bee2f9ca11382f2f	1017	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE
5dad7f29033d57001357a2b8	67ebf188bee2f9ca11382f2f	577	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE
62e2a39f43edf949ff427012	67ebf1399f7513d29b347a53	5151	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE		FALSE
67376ab89f1322d144ef3a0d	67ebf2df20df93c9155d6c3a	5115	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE
5dad7f29033d57001357a2b8	67ebf188bee2f9ca11382f2f	4878	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE
60008d84492c15142cb897b3	67ebf35b6878af3a8ef5480c	4815	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
5dad7f29033d57001357a2b8	67ebf188bee2f9ca11382f2f	5202	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE		FALSE
62e2a39f43edf949ff427012	67ebf1399f7513d29b347a53	2693	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE
60008d84492c15142cb897b3	67ebf35b6878af3a8ef5480c	2707	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
5dad7f29033d57001357a2b8	67ebf188bee2f9ca11382f2f	2692	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE
5dad7f29033d57001357a2b8	67ebf188bee2f9ca11382f2f	2177	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
60008d84492c15142cb897b3	67ebf35b6878af3a8ef5480c	5215	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
62e2a39f43edf949ff427012	67ebf1399f7513d29b347a53	3790	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE
60008d84492c15142cb897b3	67ebf35b6878af3a8ef5480c	4126	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE
5dad7f29033d57001357a2b8	67ebf188bee2f9ca11382f2f	5890	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
60008d84492c15142cb897b3	67ebf35b6878af3a8ef5480c	5064	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE		FALSE
5dad7f29033d57001357a2b8	67ebf188bee2f9ca11382f2f	820	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
67376ab89f1322d144ef3a0d	67ebf2df20df93c9155d6c3a	4927	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
5dad7f29033d57001357a2b8	67ebf188bee2f9ca11382f2f	3687	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
62e2a39f43edf949ff427012	67ebf1399f7513d29b347a53	5307	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
5dad7f29033d57001357a2b8	67ebf188bee2f9ca11382f2f	2162	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE		FALSE
60008d84492c15142cb897b3	67ebf35b6878af3a8ef5480c	883	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
62e2a39f43edf949ff427012	67ebf1399f7513d29b347a53	6059	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
5dad7f29033d57001357a2b8	67ebf188bee2f9ca11382f2f	5056	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
60008d84492c15142cb897b3	67ebf35b6878af3a8ef5480c	2208	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
62e2a39f43edf949ff427012	67ebf1399f7513d29b347a53	7841	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE		FALSE
5dad7f29033d57001357a2b8	67ebf188bee2f9ca11382f2f	5651	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE
62e2a39f43edf949ff427012	67ebf1399f7513d29b347a53	4563	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
5dad7f29033d57001357a2b8	67ebf188bee2f9ca11382f2f	1286	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
67376ab89f1322d144ef3a0d	67ebf2df20df93c9155d6c3a	4300	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE		FALSE
5dad7f29033d57001357a2b8	67ebf188bee2f9ca11382f2f	4667	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
60008d84492c15142cb897b3	67ebf35b6878af3a8ef5480c	5671	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE		FALSE
62e2a39f43edf949ff427012	67ebf1399f7513d29b347a53	3017	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE		FALSE
5dad7f29033d57001357a2b8	67ebf188bee2f9ca11382f2f	2470	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE
60008d84492c15142cb897b3	67ebf35b6878af3a8ef5480c	1989	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE
62e2a39f43edf949ff427012	67ebf1399f7513d29b347a53	4749	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE		FALSE
5dad7f29033d57001357a2b8	67ebf188bee2f9ca11382f2f	716	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
60008d84492c15142cb897b3	67ebf35b6878af3a8ef5480c	6882	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE		FALSE
5dad7f29033d57001357a2b8	67ebf188bee2f9ca11382f2f	4474	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
5dad7f29033d57001357a2b8	67ebf188bee2f9ca11382f2f	4438	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE
60008d84492c15142cb897b3	67ebf35b6878af3a8ef5480c	2486	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
5dad7f29033d57001357a2b8	67ebf188bee2f9ca11382f2f	3154	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE		FALSE
595398234d56070001645fd9	67ebf454b340b9a969901a07	6402	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE		FALSE
5dad7f29033d57001357a2b8	67ebf188bee2f9ca11382f2f	1162	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE
60008d84492c15142cb897b3	67ebf35b6878af3a8ef5480c	6047	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
5c330cefca23620001b262b1	67ebf1fd7e02475dbe7d11e8	2171	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
67376ab89f1322d144ef3a0d	67ebf2df20df93c9155d6c3a	6565	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE
60008d84492c15142cb897b3	67ebf35b6878af3a8ef5480c	3664	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
595398234d56070001645fd9	67ebf454b340b9a969901a07	6052	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE
66620946dcd11035bee93351	67ebf4b06d58ee5684581154	2619	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE		FALSE
62e2a39f43edf949ff427012	67ebf1399f7513d29b347a53	2364	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE
60008d84492c15142cb897b3	67ebf35b6878af3a8ef5480c	4143	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
66620946dcd11035bee93351	67ebf4b06d58ee5684581154	2375	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE		FALSE
595398234d56070001645fd9	67ebf454b340b9a969901a07	525	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE		FALSE
5c330cefca23620001b262b1	67ebf1fd7e02475dbe7d11e8	6259	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE		FALSE
60008d84492c15142cb897b3	67ebf35b6878af3a8ef5480c	3332	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
62e2a39f43edf949ff427012	67ebf1399f7513d29b347a53	1591	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE
67376ab89f1322d144ef3a0d	67ebf2df20df93c9155d6c3a	6390	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
66620946dcd11035bee93351	67ebf4b06d58ee5684581154	3873	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE		FALSE
60008d84492c15142cb897b3	67ebf35b6878af3a8ef5480c	2030	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
595398234d56070001645fd9	67ebf454b340b9a969901a07	7768	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE
62e2a39f43edf949ff427012	67ebf1399f7513d29b347a53	5757	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
60008d84492c15142cb897b3	67ebf35b6878af3a8ef5480c	7827	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
66620946dcd11035bee93351	67ebf4b06d58ee5684581154	2818	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE		FALSE
62e2a39f43edf949ff427012	67ebf1399f7513d29b347a53	7616	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE
60008d84492c15142cb897b3	67ebf35b6878af3a8ef5480c	4363	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
67376ab89f1322d144ef3a0d	67ebf2df20df93c9155d6c3a	5873	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
595398234d56070001645fd9	67ebf454b340b9a969901a07	184	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE
5c330cefca23620001b262b1	67ebf1fd7e02475dbe7d11e8	3994	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE
66620946dcd11035bee93351	67ebf4b06d58ee5684581154	2270	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE		FALSE
60008d84492c15142cb897b3	67ebf35b6878af3a8ef5480c	2768	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
67376ab89f1322d144ef3a0d	67ebf2df20df93c9155d6c3a	7219	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
60008d84492c15142cb897b3	67ebf35b6878af3a8ef5480c	6215	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE
62e2a39f43edf949ff427012	67ebf1399f7513d29b347a53	6379	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE		FALSE
66620946dcd11035bee93351	67ebf4b06d58ee5684581154	445	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE
66620946dcd11035bee93351	67ebf4b06d58ee5684581154	3798	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE
62e2a39f43edf949ff427012	67ebf1399f7513d29b347a53	5665	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE		FALSE
66620946dcd11035bee93351	67ebf4b06d58ee5684581154	3287	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE		FALSE
60008d84492c15142cb897b3	67ebf35b6878af3a8ef5480c	2304	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
62e2a39f43edf949ff427012	67ebf1399f7513d29b347a53	760	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE
66620946dcd11035bee93351	67ebf4b06d58ee5684581154	6026	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE		FALSE
5c330cefca23620001b262b1	67ebf1fd7e02475dbe7d11e8	4391	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE		FALSE
60008d84492c15142cb897b3	67ebf35b6878af3a8ef5480c	7325	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
